genome_id	genome_name	resistant_phenotype	binary_label
108619.99	Salmonella enterica subsp. enterica serovar Newport strain R9_3268_R1	Susceptible	0
1116234.3	Acinetobacter baumannii AB5075	Resistant	1
1134687.63	Klebsiella michiganensis strain AR375	Susceptible	0
1151173.3	Salmonella enterica subsp. enterica serovar Altona strain 203	Susceptible	0
1151179.3	Salmonella enterica subsp. enterica serovar Freetown strain 216	Susceptible	0
1151179.4	Salmonella enterica subsp. enterica serovar Freetown strain 232	Susceptible	0
115981.15	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N45402	Susceptible	0
115981.16	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N48700	Susceptible	0
115981.17	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N48706	Susceptible	0
115981.18	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N51288	Susceptible	0
115981.19	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N50432	Susceptible	0
115981.22	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N30669	Susceptible	0
115981.23	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N42336	Susceptible	0
115981.54	Salmonella enterica subsp. enterica serovar Montevideo strain 238	Susceptible	0
115981.55	Salmonella enterica subsp. enterica serovar Montevideo strain 119	Susceptible	0
115981.57	Salmonella enterica subsp. enterica serovar Montevideo strain 50	Susceptible	0
115981.58	Salmonella enterica subsp. enterica serovar Montevideo strain 164	Susceptible	0
115981.59	Salmonella enterica subsp. enterica serovar Montevideo strain 199	Susceptible	0
1160739.3	Salmonella enterica subsp. enterica serovar Carrau strain 249	Susceptible	0
1160769.3	Salmonella enterica subsp. enterica serovar Worthington strain CVM N45406	Susceptible	0
1160769.4	Salmonella enterica subsp. enterica serovar Worthington strain CVM N45931	Susceptible	0
1160769.5	Salmonella enterica subsp. enterica serovar Worthington strain CVM N46835	Susceptible	0
1160769.6	Salmonella enterica subsp. enterica serovar Worthington strain CVM N51304	Susceptible	0
1160769.7	Salmonella enterica subsp. enterica serovar Worthington strain CVM N32773	Susceptible	0
1160769.8	Salmonella enterica subsp. enterica serovar Worthington strain CVM N40374	Susceptible	0
117541.3	Salmonella enterica subsp. enterica serovar Ohio strain CVM N44711	Susceptible	0
117541.4	Salmonella enterica subsp. enterica serovar Ohio strain CVM N29382	Susceptible	0
1192839.3	Salmonella enterica subsp. arizonae serovar 18:z4,z23:- strain CVM N38891	Susceptible	0
1192839.4	Salmonella enterica subsp. arizonae serovar 18:z4,z23:- strain CVM N29355	Susceptible	0
1192839.5	Salmonella enterica subsp. arizonae serovar 18:z4,z23:- strain CVM N31597	Susceptible	0
1194162.3	Salmonella enterica subsp. enterica serovar Norwich strain 180	Susceptible	0
1243597.3	Salmonella enterica subsp. enterica serovar Weslaco strain 172	Susceptible	0
1243597.4	Salmonella enterica subsp. enterica serovar Weslaco strain 27	Susceptible	0
1267355.3	Mycobacterium tuberculosis TKK-01-0008	Susceptible	0
1267356.3	Mycobacterium tuberculosis TKK-01-0017	Susceptible	0
1267357.3	Mycobacterium tuberculosis TKK-01-0020	Susceptible	0
1267358.3	Mycobacterium tuberculosis TKK-01-0021	Susceptible	0
1267359.3	Mycobacterium tuberculosis TKK-01-0023	Resistant	1
1267360.3	Mycobacterium tuberculosis TKK-01-0026	Susceptible	0
1267361.3	Mycobacterium tuberculosis TKK-01-0032	Susceptible	0
1267362.3	Mycobacterium tuberculosis TKK-01-0069	Susceptible	0
1267363.3	Mycobacterium tuberculosis TKK-01-0072	Susceptible	0
1267364.3	Mycobacterium tuberculosis TKK-01-0080	Susceptible	0
1280.15931	Staphylococcus aureus strain LAC	Resistant	1
1280.15938	Staphylococcus aureus strain 0780-1302-2015	Susceptible	0
1280.15939	Staphylococcus aureus strain 0345-2701-2015	Susceptible	0
1280.16051	Staphylococcus aureus strain 1014-2602-2015	Susceptible	0
1280.16052	Staphylococcus aureus strain 0908-2002-2015	Susceptible	0
1280.16061	Staphylococcus aureus strain AR466	Resistant	1
1280.16384	Staphylococcus aureus strain AR462	Resistant	1
1280.16385	Staphylococcus aureus strain AR464	Susceptible	0
1280.16386	Staphylococcus aureus strain AR461	Resistant	1
1280.16387	Staphylococcus aureus strain AR465	Resistant	1
1280.16436	Staphylococcus aureus strain 0257-2201-2015	Susceptible	0
1280.16548	Staphylococcus aureus strain AR_0472	Susceptible	0
1280.16549	Staphylococcus aureus strain AR_0223	Resistant	1
1280.16551	Staphylococcus aureus strain AR_0216	Resistant	1
1280.16552	Staphylococcus aureus strain AR_0470	Susceptible	0
1280.16553	Staphylococcus aureus strain AR_0471	Susceptible	0
1280.16554	Staphylococcus aureus strain AR_0473	Susceptible	0
1280.16555	Staphylococcus aureus strain AR_0467	Resistant	1
1280.16556	Staphylococcus aureus strain AR_0225	Resistant	1
1280.16557	Staphylococcus aureus strain AR_0469	Resistant	1
1280.16558	Staphylococcus aureus strain AR_0215	Resistant	1
1280.16566	Staphylococcus aureus strain AR_0226	Susceptible	0
1280.16567	Staphylococcus aureus strain AR_0468	Resistant	1
1280.16568	Staphylococcus aureus strain AR_0228	Resistant	1
1280.16569	Staphylococcus aureus strain AR_0222	Susceptible	0
1280.16759	Staphylococcus aureus strain AR_0227	Resistant	1
1280.16761	Staphylococcus aureus strain AR_0221	Resistant	1
1280.16762	Staphylococcus aureus strain AR_0218	Resistant	1
1280.16763	Staphylococcus aureus strain 0943-1505-2016	Resistant	1
1280.16768	Staphylococcus aureus strain AR_475	Susceptible	0
1280.17656	Staphylococcus aureus strain AR_0476	Susceptible	0
1280.17671	Staphylococcus aureus strain AR_474	Resistant	1
1280.19784	Staphylococcus aureus strain 181	Resistant	1
1280.19785	Staphylococcus aureus strain 302	Susceptible	0
1280.19786	Staphylococcus aureus strain FDA-CDC-AR_0217	Resistant	1
1280.21073	Staphylococcus aureus strain 0537-0302-2015	Susceptible	0
1280.21074	Staphylococcus aureus strain 0137-2003-2005	Susceptible	0
1280.21075	Staphylococcus aureus strain 0141-0204-2007	Susceptible	0
1280.7334	Staphylococcus aureus TTSH4_07	Resistant	1
1280.7337	Staphylococcus aureus CGH5_09	Resistant	1
1280.7343	Staphylococcus aureus CGH4_09	Resistant	1
1280.7349	Staphylococcus aureus CGH6_08	Resistant	1
1280.7352	Staphylococcus aureus 135_09	Resistant	1
1280.7354	Staphylococcus aureus CGH4_10	Resistant	1
1280.7355	Staphylococcus aureus 134_09	Resistant	1
1280.7356	Staphylococcus aureus TTSH2_10	Resistant	1
1280.7357	Staphylococcus aureus CGH1_10	Resistant	1
1280.7359	Staphylococcus aureus TTSH1_10	Resistant	1
1280.7361	Staphylococcus aureus 008_10	Resistant	1
1280.7362	Staphylococcus aureus 010_10	Resistant	1
1280.7363	Staphylococcus aureus 007_10	Resistant	1
1280.7372	Staphylococcus aureus WAU_4	Susceptible	0
1280.7373	Staphylococcus aureus WAU_5	Susceptible	0
1280.7374	Staphylococcus aureus WAU_2	Susceptible	0
1280.7375	Staphylococcus aureus WAU_6	Susceptible	0
1280.7376	Staphylococcus aureus WAU_7	Susceptible	0
1280.8844	Staphylococcus aureus TTSH3_08	Resistant	1
1280.8845	Staphylococcus aureus TTSH4_08	Resistant	1
1280.8848	Staphylococcus aureus 097_08	Resistant	1
1280.8849	Staphylococcus aureus CGH3_08	Resistant	1
1280.9188	Staphylococcus aureus 001_10	Resistant	1
1280.9189	Staphylococcus aureus 002_00	Resistant	1
1280.9191	Staphylococcus aureus 002_10	Resistant	1
1280.9192	Staphylococcus aureus 003_06	Resistant	1
1280.9193	Staphylococcus aureus 003_10	Resistant	1
1280.9194	Staphylococcus aureus 004_06	Resistant	1
1280.9195	Staphylococcus aureus 004_10	Resistant	1
1280.9196	Staphylococcus aureus 005_10	Resistant	1
1280.9197	Staphylococcus aureus 006_00	Resistant	1
1280.9198	Staphylococcus aureus 006_06	Resistant	1
1280.9199	Staphylococcus aureus 006_10	Resistant	1
1280.9201	Staphylococcus aureus 009_09	Resistant	1
1280.9202	Staphylococcus aureus 009_06	Resistant	1
1280.9203	Staphylococcus aureus 010_09	Resistant	1
1280.9204	Staphylococcus aureus 011_00	Resistant	1
1280.9205	Staphylococcus aureus 011_09	Resistant	1
1280.9206	Staphylococcus aureus 012_00	Resistant	1
1280.9207	Staphylococcus aureus 013_00	Resistant	1
1280.9208	Staphylococcus aureus 018_09	Resistant	1
1280.9209	Staphylococcus aureus 019_01	Resistant	1
1280.9211	Staphylococcus aureus 020_01	Resistant	1
1280.9212	Staphylococcus aureus 022_01	Resistant	1
1280.9213	Staphylococcus aureus 023_01	Resistant	1
1280.9214	Staphylococcus aureus 024_04	Resistant	1
1280.9215	Staphylococcus aureus 024_05	Resistant	1
1280.9216	Staphylococcus aureus 025_01	Resistant	1
1280.9217	Staphylococcus aureus 027_08	Resistant	1
1280.9218	Staphylococcus aureus 028_01	Resistant	1
1280.9219	Staphylococcus aureus 028_04	Resistant	1
1280.9221	Staphylococcus aureus 030_01	Resistant	1
1280.9222	Staphylococcus aureus 030_05	Resistant	1
1280.9223	Staphylococcus aureus 031_01	Resistant	1
1280.9224	Staphylococcus aureus 032_01	Resistant	1
1280.9225	Staphylococcus aureus 033_01	Resistant	1
1280.9226	Staphylococcus aureus 040_08	Resistant	1
1280.9227	Staphylococcus aureus 039_08	Resistant	1
1280.9228	Staphylococcus aureus 041_04	Resistant	1
1280.9229	Staphylococcus aureus 041_08	Resistant	1
1280.9231	Staphylococcus aureus 043_05	Resistant	1
1280.9232	Staphylococcus aureus 049_05	Resistant	1
1280.9233	Staphylococcus aureus 052_05	Resistant	1
1280.9234	Staphylococcus aureus 054_05	Resistant	1
1280.9235	Staphylococcus aureus 054_09	Resistant	1
1280.9236	Staphylococcus aureus 055_04	Resistant	1
1280.9237	Staphylococcus aureus 056_05	Resistant	1
1280.9238	Staphylococcus aureus 058_08	Resistant	1
1280.9239	Staphylococcus aureus 064_02	Resistant	1
1280.9241	Staphylococcus aureus 066_02	Resistant	1
1280.9242	Staphylococcus aureus 067_02	Resistant	1
1280.9243	Staphylococcus aureus 068_02	Resistant	1
1280.9244	Staphylococcus aureus 069_02	Resistant	1
1280.9245	Staphylococcus aureus 069_05	Resistant	1
1280.9246	Staphylococcus aureus 070_03	Resistant	1
1280.9247	Staphylococcus aureus 071_03	Resistant	1
1280.9248	Staphylococcus aureus 078_05	Resistant	1
1280.9249	Staphylococcus aureus 082_03	Resistant	1
1280.9251	Staphylococcus aureus 086_03	Resistant	1
1280.9252	Staphylococcus aureus 088_03	Resistant	1
1280.9253	Staphylococcus aureus 092_03	Resistant	1
1280.9254	Staphylococcus aureus 098_03	Resistant	1
1280.9255	Staphylococcus aureus 099_03	Resistant	1
1280.9256	Staphylococcus aureus 100_06	Resistant	1
1280.9257	Staphylococcus aureus 101_03	Resistant	1
1280.9258	Staphylococcus aureus 101_07	Resistant	1
1280.9259	Staphylococcus aureus 102_03	Resistant	1
1280.9261	Staphylococcus aureus 106_06	Resistant	1
1280.9262	Staphylococcus aureus 106_07	Resistant	1
1280.9263	Staphylococcus aureus 108_08	Resistant	1
1280.9264	Staphylococcus aureus 112_09	Resistant	1
1280.9265	Staphylococcus aureus 126_04	Resistant	1
1280.9266	Staphylococcus aureus 131_09	Resistant	1
1280.9267	Staphylococcus aureus 135_04	Resistant	1
1280.9268	Staphylococcus aureus 142_07	Resistant	1
1280.9269	Staphylococcus aureus 152_05	Resistant	1
1280.9271	Staphylococcus aureus 157_04	Resistant	1
1280.9272	Staphylococcus aureus 158_08	Resistant	1
1280.9273	Staphylococcus aureus 172_05	Resistant	1
1280.9274	Staphylococcus aureus 176_08	Resistant	1
1280.9275	Staphylococcus aureus 177_08	Resistant	1
1280.9276	Staphylococcus aureus 199_04	Resistant	1
1280.9277	Staphylococcus aureus 213_05	Resistant	1
1280.9278	Staphylococcus aureus 255_04	Resistant	1
1280.9279	Staphylococcus aureus 259_04	Resistant	1
1280.9281	Staphylococcus aureus 263_04	Resistant	1
1280.9282	Staphylococcus aureus 264_04	Resistant	1
1280.9283	Staphylococcus aureus 268_04	Resistant	1
1280.9284	Staphylococcus aureus 270_04	Resistant	1
1280.9285	Staphylococcus aureus 339_07	Resistant	1
1280.9286	Staphylococcus aureus 346_07	Resistant	1
1280.9287	Staphylococcus aureus 341_07	Resistant	1
1280.9288	Staphylococcus aureus 348_05	Resistant	1
1280.9289	Staphylococcus aureus 349_06	Resistant	1
1280.9291	Staphylococcus aureus 352_06	Resistant	1
1280.9292	Staphylococcus aureus 356_05	Resistant	1
1280.9293	Staphylococcus aureus 362_05	Resistant	1
1280.9294	Staphylococcus aureus 363_07	Resistant	1
1280.9295	Staphylococcus aureus 367_05	Resistant	1
1280.9296	Staphylococcus aureus 480_06	Resistant	1
1280.9297	Staphylococcus aureus 481_06	Resistant	1
1280.9298	Staphylococcus aureus 491_05	Resistant	1
1280.9299	Staphylococcus aureus 493_05	Resistant	1
1280.9301	Staphylococcus aureus CGH1_06	Resistant	1
1280.9302	Staphylococcus aureus CGH1_07	Resistant	1
1280.9303	Staphylococcus aureus CGH1_08	Resistant	1
1280.9304	Staphylococcus aureus CGH1_09	Resistant	1
1280.9305	Staphylococcus aureus CGH2_05	Resistant	1
1280.9306	Staphylococcus aureus CGH2_06	Resistant	1
1280.9307	Staphylococcus aureus CGH2_07	Resistant	1
1280.9308	Staphylococcus aureus CGH2_08	Resistant	1
1280.9309	Staphylococcus aureus CGH2_09	Resistant	1
1280.9311	Staphylococcus aureus CGH3_06	Resistant	1
1280.9312	Staphylococcus aureus CGH3_07	Resistant	1
1280.9313	Staphylococcus aureus CGH3_10	Resistant	1
1280.9314	Staphylococcus aureus CGH4_05	Resistant	1
1280.9315	Staphylococcus aureus CGH4_06	Resistant	1
1280.9316	Staphylococcus aureus CGH4_07	Resistant	1
1280.9317	Staphylococcus aureus CGH4_08	Resistant	1
1280.9318	Staphylococcus aureus CGH5_05	Resistant	1
1280.9319	Staphylococcus aureus CGH5_06	Resistant	1
1280.9321	Staphylococcus aureus CGH5_08	Resistant	1
1280.9322	Staphylococcus aureus CGH5_10	Resistant	1
1280.9323	Staphylococcus aureus CGH6_06	Resistant	1
1280.9324	Staphylococcus aureus CGH6_09	Resistant	1
1280.9325	Staphylococcus aureus CGH6_10	Resistant	1
1280.9326	Staphylococcus aureus TTSH1_01	Resistant	1
1280.9327	Staphylococcus aureus TTSH1_02	Resistant	1
1280.9328	Staphylococcus aureus TTSH1_03	Resistant	1
1280.9329	Staphylococcus aureus TTSH1_04	Resistant	1
1280.9331	Staphylococcus aureus TTSH1_06	Resistant	1
1280.9332	Staphylococcus aureus TTSH1_07	Resistant	1
1280.9333	Staphylococcus aureus TTSH1_08	Resistant	1
1280.9334	Staphylococcus aureus TTSH1_09	Resistant	1
1280.9335	Staphylococcus aureus TTSH2_01	Resistant	1
1280.9336	Staphylococcus aureus TTSH2_02	Resistant	1
1280.9337	Staphylococcus aureus TTSH2_03	Resistant	1
1280.9338	Staphylococcus aureus TTSH2_06	Resistant	1
1280.9339	Staphylococcus aureus TTSH2_05	Resistant	1
1280.9341	Staphylococcus aureus TTSH2_08	Resistant	1
1280.9342	Staphylococcus aureus TTSH2_09	Resistant	1
1280.9343	Staphylococcus aureus TTSH3_01	Resistant	1
1280.9344	Staphylococcus aureus TTSH3_02	Resistant	1
1280.9345	Staphylococcus aureus TTSH3_04	Resistant	1
1280.9346	Staphylococcus aureus TTSH3_03	Resistant	1
1280.9347	Staphylococcus aureus TTSH3_05	Resistant	1
1280.9348	Staphylococcus aureus TTSH3_06	Resistant	1
1280.9349	Staphylococcus aureus TTSH3_09	Resistant	1
1280.9351	Staphylococcus aureus TTSH4_01	Resistant	1
1280.9352	Staphylococcus aureus TTSH4_02	Resistant	1
1280.9353	Staphylococcus aureus TTSH4_03	Resistant	1
1280.9354	Staphylococcus aureus TTSH4_04	Resistant	1
1280.9355	Staphylococcus aureus TTSH4_05	Resistant	1
1280.9356	Staphylococcus aureus TTSH4_06	Resistant	1
1280.9358	Staphylococcus aureus TTSH5_01	Resistant	1
1280.9359	Staphylococcus aureus TTSH5_02	Resistant	1
1280.9361	Staphylococcus aureus TTSH5_04	Resistant	1
1280.9362	Staphylococcus aureus TTSH5_05	Resistant	1
1280.9363	Staphylococcus aureus TTSH5_06	Resistant	1
1280.9364	Staphylococcus aureus TTSH5_07	Resistant	1
1280.9365	Staphylococcus aureus TTSH5_08	Resistant	1
1280.9366	Staphylococcus aureus TTSH5_10	Resistant	1
1280.9367	Staphylococcus aureus WAU_10	Resistant	1
1280.9368	Staphylococcus aureus WAU_11	Resistant	1
1280.9369	Staphylococcus aureus WAU_12	Resistant	1
1280.9371	Staphylococcus aureus WAU_14	Resistant	1
1280.9372	Staphylococcus aureus WAU_15	Resistant	1
1280.9373	Staphylococcus aureus WAU_16	Resistant	1
1280.9374	Staphylococcus aureus WAU_17	Resistant	1
1280.9375	Staphylococcus aureus WAU_18	Resistant	1
1280.9376	Staphylococcus aureus WAU_19	Resistant	1
1280.9377	Staphylococcus aureus WAU_20	Resistant	1
1280.9378	Staphylococcus aureus WAU_21	Resistant	1
1280.9379	Staphylococcus aureus WAU_23	Susceptible	0
1280.9381	Staphylococcus aureus WAU_25	Resistant	1
1280.9382	Staphylococcus aureus WAU_26	Resistant	1
1280.9383	Staphylococcus aureus WAU_27	Resistant	1
1280.9384	Staphylococcus aureus WAU_28	Resistant	1
1280.9385	Staphylococcus aureus WAU_29	Resistant	1
1280.9386	Staphylococcus aureus WAU_3	Susceptible	0
1280.9388	Staphylococcus aureus WAU_31	Resistant	1
1280.9398	Staphylococcus aureus WAU_32	Resistant	1
1280.9399	Staphylococcus aureus WAU_33	Resistant	1
1280.9401	Staphylococcus aureus WAU_35	Resistant	1
1280.9402	Staphylococcus aureus WAU_36	Resistant	1
1280.9403	Staphylococcus aureus WAU_38	Resistant	1
1280.9404	Staphylococcus aureus WAU_39	Resistant	1
1280.9405	Staphylococcus aureus WAU_41	Resistant	1
1280.9406	Staphylococcus aureus WAU_8	Susceptible	0
1280.9407	Staphylococcus aureus WAU_9	Susceptible	0
1282.2719	Staphylococcus epidermidis strain CSF41498	Susceptible	0
1282.3129	Staphylococcus epidermidis strain 273	Resistant	1
1283.352	Staphylococcus haemolyticus 7067_4_28	Susceptible	0
1283.353	Staphylococcus haemolyticus 7067_4_26	Susceptible	0
1283.354	Staphylococcus haemolyticus 7067_4_27	Susceptible	0
1283.355	Staphylococcus haemolyticus 7067_4_25	Susceptible	0
1283.356	Staphylococcus haemolyticus 7067_4_29	Susceptible	0
1283.357	Staphylococcus haemolyticus 7067_4_30	Susceptible	0
1283.358	Staphylococcus haemolyticus 7067_4_36	Resistant	1
1283.359	Staphylococcus haemolyticus 7067_4_35	Resistant	1
1283.361	Staphylococcus haemolyticus 7067_4_32	Susceptible	0
1283.362	Staphylococcus haemolyticus 7067_4_31	Susceptible	0
1283.363	Staphylococcus haemolyticus 7067_4_34	Susceptible	0
1283.364	Staphylococcus haemolyticus 7067_4_37	Resistant	1
1283.365	Staphylococcus haemolyticus 7067_4_38	Resistant	1
1283.366	Staphylococcus haemolyticus 7067_4_41	Resistant	1
1283.367	Staphylococcus haemolyticus 7067_4_39	Resistant	1
1283.368	Staphylococcus haemolyticus 7067_4_42	Resistant	1
1283.369	Staphylococcus haemolyticus 7067_4_40	Susceptible	0
1283.371	Staphylococcus haemolyticus 7067_4_45	Resistant	1
1283.372	Staphylococcus haemolyticus 7067_4_43	Susceptible	0
1283.373	Staphylococcus haemolyticus 7067_4_50	Resistant	1
1283.374	Staphylococcus haemolyticus 7067_4_46	Resistant	1
1283.375	Staphylococcus haemolyticus 7067_4_48	Resistant	1
1283.376	Staphylococcus haemolyticus 7067_4_49	Resistant	1
1283.377	Staphylococcus haemolyticus 7067_4_47	Resistant	1
1283.378	Staphylococcus haemolyticus 7067_4_51	Resistant	1
1283.379	Staphylococcus haemolyticus 7067_4_52	Susceptible	0
1283.381	Staphylococcus haemolyticus 7067_4_54	Susceptible	0
1283.382	Staphylococcus haemolyticus 7067_4_55	Resistant	1
1283.383	Staphylococcus haemolyticus 7067_4_56	Resistant	1
1283.384	Staphylococcus haemolyticus 7067_4_57	Resistant	1
1283.385	Staphylococcus haemolyticus 7067_4_58	Susceptible	0
1283.386	Staphylococcus haemolyticus 7067_4_59	Susceptible	0
1283.387	Staphylococcus haemolyticus 7067_4_61	Susceptible	0
1283.388	Staphylococcus haemolyticus 7067_4_62	Susceptible	0
1283.389	Staphylococcus haemolyticus 7067_4_63	Susceptible	0
1283.391	Staphylococcus haemolyticus 7067_4_65	Resistant	1
1283.392	Staphylococcus haemolyticus 7067_4_66	Resistant	1
1283.393	Staphylococcus haemolyticus 7067_4_67	Susceptible	0
1283.394	Staphylococcus haemolyticus 7067_4_68	Susceptible	0
1283.395	Staphylococcus haemolyticus 7067_4_70	Susceptible	0
1283.396	Staphylococcus haemolyticus 7067_4_72	Susceptible	0
1283.397	Staphylococcus haemolyticus 7067_4_73	Resistant	1
1283.398	Staphylococcus haemolyticus 7067_4_71	Susceptible	0
1283.399	Staphylococcus haemolyticus 7067_4_74	Susceptible	0
1283.401	Staphylococcus haemolyticus 7067_4_75	Susceptible	0
1283.402	Staphylococcus haemolyticus 7067_4_78	Resistant	1
1283.403	Staphylococcus haemolyticus 7067_4_77	Resistant	1
1283.404	Staphylococcus haemolyticus 7067_4_81	Susceptible	0
1283.405	Staphylococcus haemolyticus 7067_4_83	Resistant	1
1283.406	Staphylococcus haemolyticus 7067_4_84	Resistant	1
1283.407	Staphylococcus haemolyticus 7067_4_85	Resistant	1
1283.408	Staphylococcus haemolyticus 7067_4_86	Susceptible	0
